,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
4213,lomaira,phentermine,False,False,True,
4214,belviq,phentermine,lorcaserin,False,False,
4215,qsymia,phentermine,phentermine,True,True,
4216,contrave,phentermine,naltrexone,False,False,
4217,saxenda,phentermine,liraglutide,False,False,
4218,phentermine-topiramate,phentermine,False,False,True,
4219,anorectics,phentermine,False,False,False,
4220,superex,phentermine,False,False,False,
4221,phentremine,phentermine,False,False,True,
4222,adipex-p,phentermine,False,False,True,
4223,pro-fast,phentermine,False,False,False,
4224,fastin,phentermine,phentermine,True,False,
4225,oby-trim,phentermine,False,False,True,
4226,anorex,phentermine,diethylpropion,False,False,
4227,lug_willis,phentermine,False,False,False,
4228,consult,phentermine,False,False,False,
4229,obestin-30,phentermine,False,False,False,
4230,adipex,phentermine,phentermine,True,True,
4231,pro-fast,phentermine,False,False,False,
4232,weight-red,phentermine,False,False,False,
4233,anorex,phentermine,diethylpropion,False,False,
4234,duromine,phentermine,phentermine,True,True,
4235,metermine,phentermine,False,False,True,
4236,lomaira,phentermine,False,False,True,
4237,phendimetrazine,phentermine,phendimetrazine,False,True,
4238,phenget,phentermine,False,False,False,
4239,strativa,phentermine,False,False,False,
4240,anorex,phentermine,diethylpropion,False,False,
4241,bontril,phentermine,phendimetrazine,False,True,
4242,tenuate,phentermine,diethylpropion,False,False,
4243,didrex,phentermine,benzphetamine,False,True,
4244,pro-fast,phentermine,False,False,False,
4245,fastin,phentermine,phentermine,True,False,
4246,zantryl,phentermine,False,False,True,
4247,appetite_suppressant,phentermine,False,False,True, pill
4248,hunger_pangs,phentermine,False,False,True, drug
4249,curb_your_appetite,phentermine,False,False,True, pill
4250,diet_pill,phentermine,False,False,True,
4251,weight_loss_drug,phentermine,False,False,True,
4252,liraglutide,phentermine,liraglutide,False,False,
4253,contrave,phentermine,naltrexone,False,False,
4254,saxenda,phentermine,liraglutide,False,False,
4255,belviq,phentermine,lorcaserin,False,False,
4256,qysmia,phentermine,topiramate,False,True,
4257,adipex-p,phentermine,False,False,True,
4258,suprenza,phentermine,False,False,True,
4259,phen375,phentermine,False,False,True,
4260,adipex,phentermine,phentermine,True,True,
4261,anorectic,phentermine,False,False,False,
4262,anorexigenic,phentermine,False,False,False,
4263,anorexiant,phentermine,False,False,False,
4264,appetite_suppressant,phentermine,False,False,True, pill
4265,eager_appetite,phentermine,False,False,False,
4266,insatiable_appetite,phentermine,False,False,False,
4267,ravenous_appetite,phentermine,False,False,False,
4268,voracious_appetite,phentermine,False,False,False,
4269,eagerness_to_eat,phentermine,False,False,False,
4270,insatiable_hunger,phentermine,False,False,False,
4271,ravenous_hunger,phentermine,False,False,False,
4272,voracious_hunger,phentermine,False,False,False,
4273,extreme_hunger,phentermine,False,False,False,
4274,fierce_hunger,phentermine,False,False,False,
4275,gnawing_hunger,phentermine,False,False,False,
4276,ravening_hunger,phentermine,False,False,False,
4277,raging_hunger,phentermine,False,False,False,
4278,devouring_hunger,phentermine,False,False,False,
4279,insatiable_craving,phentermine,False,False,False,
4280,unbearable_hunger,phentermine,False,False,False,
4281,uncontrollable_hunger,phentermine,False,False,False,
4282,fastin,phentermine,phentermine,True,False,
4283,activated_ephedrine,phentermine,False,False,False,
4284,anorex,phentermine,diethylpropion,False,False,
4285,bontril,phentermine,phendimetrazine,False,True,
4286,desoxyn,phentermine,methamphetamine,False,False,
4287,didrex,phentermine,benzphetamine,False,True,
4288,redux,phentermine,dexfenfluramine,False,False,
4289,lorcaserin,phentermine,lorcaserin,False,False,
4290,bupropion/naltrexone,phentermine,False,False,False,
4291,topiramate/phentermine,phentermine,False,False,True,
4292,phenpres,phentermine,False,False,False,
4293,phenate,phentermine,False,False,False,
4294,pro-fast,phentermine,False,False,False,
4295,adipex,phentermine,phentermine,True,True,
4296,anorex,phentermine,diethylpropion,False,False,
4297,fastin,phentermine,phentermine,True,False,
4298,ionamin,phentermine,False,False,True,
4299,oby-cap,phentermine,False,False,False,
4300,oby-trim,phentermine,False,False,True,
4301,panshape_m,phentermine,False,False,True,
4302,phentercot,phentermine,False,False,True,
4303,phentride,phentermine,False,False,True,
4304,sanorex,phentermine,False,False,False,
4305,sentis,phentermine,False,False,False,
4306,suprenza,phentermine,False,False,True,
4307,t-diet,phentermine,False,False,False,
4308,teramine,phentermine,False,False,False,
4309,zantryl,phentermine,False,False,True,
4310,lorcaserin,phentermine,lorcaserin,False,False,
4311,phendimetrazine,phentermine,phendimetrazine,False,True,
4312,diethylpropion,phentermine,diethylpropion,False,False,
4313,sibutramine,phentermine,sibutramine,False,True,
4314,topiramate,phentermine,topiramate,False,False,
4315,bupropion,phentermine,bupropion,False,False,
4316,anorex,phentermine,diethylpropion,False,False,
4317,fastin,phentermine,phentermine,True,False,
4318,lonamin,phentermine,False,False,True,
4319,meridia,phentermine,sibutramine,False,False,
4320,phendimetrazine,phentermine,phendimetrazine,False,True,
4321,phentercot,phentermine,False,False,True,
4322,phentride,phentermine,False,False,True,
4323,adipex,phentermine,phentermine,True,True,
4324,fastin,phentermine,phentermine,True,False,
4325,ionamin,phentermine,False,False,True,
4326,pro-fast,phentermine,False,False,False,
4327,phentrol,phentermine,False,False,False,
4328,statpearls,phentermine,False,False,False,
4329,webmd,phentermine,False,False,False,
4330,adipex,phentermine,phentermine,True,True,
4331,ionamin,phentermine,False,False,True,
4332,oby-trim,phentermine,False,False,True,
4333,anorex,phentermine,diethylpropion,False,False,
4334,curban,phentermine,False,False,False,
4335,leptopril,phentermine,False,False,False,
4336,meridia,phentermine,sibutramine,False,False,
4337,phendimetrazine,phentermine,phendimetrazine,False,True,
4338,tetrahydrozoline,phentermine,tetryzoline,False,False,
4339,phentrol,phentermine,False,False,False,
4340,pro-fast,phentermine,False,False,False,
4341,refastin,phentermine,False,False,False,
4342,statobex,phentermine,False,False,False,
4343,teramine,phentermine,False,False,False,
4344,thermodrene,phentermine,False,False,False,
4345,yellow_jackets,phentermine,False,False,False,
4346,phertermine,phentermine,False,False,True,
4347,fastin,phentermine,phentermine,True,False,
4348,ionamin,phentermine,False,False,True,
4349,lomaira,phentermine,False,False,True,
4350,pro-fast,phentermine,False,False,False,
4351,qnexa,phentermine,False,False,True,
4352,rexulti,phentermine,brexpiprazole,False,False,
4353,suprenza,phentermine,False,False,True,
4354,phentamine,phentermine,pheniramine,False,True,
4355,phentamines,phentermine,False,False,True,
4356,adipex,phentermine,phentermine,True,True,
4357,lomaira,phentermine,False,False,True,
4358,qsymia,phentermine,phentermine,True,True,
4359,belviq,phentermine,lorcaserin,False,False,
4360,contrave,phentermine,naltrexone,False,False,
4361,saxenda,phentermine,liraglutide,False,False,
4362,phentercum,phentermine,False,False,False,
4363,ionamin,phentermine,False,False,True,
4364,phendimetrazine,phentermine,phendimetrazine,False,True,
4365,phenylpropanolamine,phentermine,phenylpropanolamine,False,False,
4366,sibutramine,phentermine,sibutramine,False,True,
4367,topiramate,phentermine,topiramate,False,False,
4368,zonisamide,phentermine,zonisamide,False,False,
4369,fenfluramine,phentermine,fenfluramine,False,True,
4370,dexfenfluramine,phentermine,dexfenfluramine,False,True,
4371,benzphetamine,phentermine,benzphetamine,False,False,
4372,phenethylamine,phentermine,phenethylamine,False,False,
4373,diethylpropion,phentermine,diethylpropion,False,False,
4374,bupropion,phentermine,bupropion,False,False,
4375,sibutramine,phentermine,sibutramine,False,True,
4376,phentermin,phentermine,phentermine,True,True,
4377,anorectic,phentermine,False,False,False,
4378,weight_loss_drug,phentermine,False,False,True,
4379,adipex-p,phentermine,False,False,True,
4380,anorex,phentermine,diethylpropion,False,False,
4381,lonamin,phentermine,False,False,True,
4382,meridia,phentermine,sibutramine,False,False,
4383,phendimetrazine,phentermine,phendimetrazine,False,True,
4384,sibutramine,phentermine,sibutramine,False,True,
4385,zelnorm,phentermine,tegaserod,False,False,
4386,adipex,phentermine,phentermine,True,True,
4387,phentamine,phentermine,pheniramine,False,True,
4388,phentremine,phentermine,False,False,True,
4389,teramine,phentermine,False,False,False,
4390,fastin,phentermine,phentermine,True,False,
4391,suprenza,phentermine,False,False,True,
4392,phentremine,phentermine,False,False,True,
4393,phentmine,phentermine,False,False,True,
4394,anorectic,phentermine,False,False,False,
4395,anorexigenic,phentermine,False,False,False,
4396,appetite_suppressant,phentermine,False,False,True, pill
4397,psychostimulant,phentermine,False,False,False,
4398,anoretic,phentermine,False,False,False,
4399,oby-trim,phentermine,False,False,True,
4400,phentride,phentermine,False,False,True,
4401,adipex-p,phentermine,False,False,True,
4402,pro-fast,phentermine,False,False,False,
4403,ed-oxyphen,phentermine,False,False,False,
4404,redux,phentermine,dexfenfluramine,False,False,
4405,trophhamines,phentermine,False,False,False,
4406,anorectics,phentermine,False,False,False,
4407,adipex,phentermine,phentermine,True,True,
4408,fastin,phentermine,phentermine,True,False,
4409,lomaira,phentermine,False,False,True,
4410,pro-fast,phentermine,False,False,False,
4411,ionamin,phentermine,False,False,True,
4412,obephen,phentermine,False,False,True,
4413,bardett,phentermine,False,False,False,
4414,fastin,phentermine,phentermine,True,False,
4415,lomaira,phentermine,False,False,True,
4416,qsymia,phentermine,phentermine,True,True,
4417,suprenza,phentermine,False,False,True,
4418,tenuate,phentermine,diethylpropion,False,False,
4419,topamax,phentermine,topiramate,False,False,
4420,zantryl,phentermine,False,False,True,
4421,fentermine,phentermine,False,False,True,
4422,prolamine,phentermine,protamine,False,False,
4423,adipex,phentermine,phentermine,True,True,
4424,lomaira,phentermine,False,False,True,
4425,qsymia,phentermine,phentermine,True,True,
4426,belviq,phentermine,lorcaserin,False,False,
4427,contrave,phentermine,naltrexone,False,False,
4428,saxenda,phentermine,liraglutide,False,False,
4429,phen375,phentermine,False,False,True,
4430,proactol_xs,phentermine,False,False,False,
4431,phentremine,phentermine,False,False,True,
4432,hastanes,phentermine,False,False,False,
4433,fenterphilippines,phentermine,False,False,False,
4434,fentermina,phentermine,False,False,True,
4435,dimethylphenidate,phentermine,dexmethylphenidate,False,False,
4436,phenethylamine,phentermine,phenethylamine,False,False,
4437,cathinone,phentermine,cathinone,False,False,
4438,adipex,phentermine,phentermine,True,True,
4439,supersonic,phentermine,False,False,False,
4440,lomaira,phentermine,False,False,True,
4441,adipex-p,phentermine,False,False,True,
4442,belviq,phentermine,lorcaserin,False,False,
4443,contrave,phentermine,naltrexone,False,False,
4444,saxenda,phentermine,liraglutide,False,False,
4445,victoza,phentermine,liraglutide,False,False,
4446,januvia,phentermine,sitagliptin,False,False,
4447,metermine,phentermine,False,False,True,
4448,fastin,phentermine,phentermine,True,False,
4449,ionamin,phentermine,False,False,True,
4450,adipex-p,phentermine,False,False,True,
4451,pro-fast,phentermine,False,False,False,
4452,zantryl,phentermine,False,False,True,
4453,anorectic,phentermine,False,False,False,
4454,juvail,phentermine,False,False,False,
4455,seltrim,phentermine,False,False,False,
4456,suprenza,phentermine,False,False,True,
4457,accutrim,phentermine,False,False,False,
4458,axcion,phentermine,False,False,False,
4459,botocaps,phentermine,False,False,False,
4460,bosley,phentermine,False,False,False,
4461,fastin,phentermine,phentermine,True,False,
4462,lomaira,phentermine,False,False,True,
4463,qsymia,phentermine,phentermine,True,True,
4464,belviq,phentermine,lorcaserin,False,False,
4465,contrave,phentermine,naltrexone,False,False,
4466,arena,phentermine,False,False,False,
4467,saxenda,phentermine,liraglutide,False,False,
4468,pro-fast,phentermine,False,False,False,
4469,adipex-p,phentermine,False,False,True,
4470,lomaira,phentermine,False,False,True,
4471,suprenza,phentermine,False,False,True,
4472,ionamin,phentermine,False,False,True,
4473,tenuate,phentermine,diethylpropion,False,False,
4474,bontril,phentermine,phendimetrazine,False,True,
4475,phentremine,phentermine,False,False,True,
4476,fentermine,phentermine,False,False,True,
4477,aminophentermine,phentermine,False,False,False,
4478,d-phentermine,phentermine,False,False,True,
4479,l-phentermine,phentermine,False,False,True,
4480,p-phenyl-tert-butyl_amine,phentermine,False,False,True,
4481,ionamin,phentermine,False,False,True,
4482,lorcaserin,phentermine,lorcaserin,False,False,
4483,meridia,phentermine,sibutramine,False,False,
4484,phendimetrazine,phentermine,phendimetrazine,False,True,
4485,phentermine_hydrochloride,phentermine,False,True,True,
4486,sibutramine,phentermine,sibutramine,False,True,
4487,topiramate,phentermine,topiramate,False,False,
4488,adipex,phentermine,phentermine,True,True,
4489,lorqess,phentermine,False,False,False,
4490,oby-trim,phentermine,False,False,True,
4491,pro-fast,phentermine,False,False,False,
4492,anorectic,phentermine,False,False,False,
4493,anorexigenic,phentermine,False,False,False,
4494,phentrol,phentermine,False,False,False,
4495,pyrazinamide,phentermine,pyrazinamide,False,False,
4496,phentremine,phentermine,False,False,True,
4497,fenfluramine,phentermine,fenfluramine,False,True,
4498,dexfenfluramine,phentermine,dexfenfluramine,False,True,
4499,fluoxetine,phentermine,fluoxetine,False,False,
4500,sertraline,phentermine,sertraline,False,False,
4501,fluvoxamine,phentermine,fluvoxamine,False,False,
4502,paroxetine,phentermine,paroxetine,False,False,
4503,lorcaserin,phentermine,lorcaserin,False,False,
4504,phentermine_hydrochloride,phentermine,False,True,True,
4505,diethylpropion,phentermine,diethylpropion,False,False,
4506,bupropion,phentermine,bupropion,False,False,
4507,adipex-p,phentermine,False,False,True,
4508,anorex,phentermine,diethylpropion,False,False,
4509,lonamin,phentermine,False,False,True,
4510,meridia,phentermine,sibutramine,False,False,
4511,redux,phentermine,dexfenfluramine,False,False,
4512,sibutramine,phentermine,sibutramine,False,True,
4513,tenuate,phentermine,diethylpropion,False,False,
4514,phentrame,phentermine,False,False,False,
4515,phentremine,phentermine,False,False,True,
4516,fentermine,phentermine,False,False,True,
4517,diethylpropion,phentermine,diethylpropion,False,False,
4518,benzphetamine,phentermine,benzphetamine,False,False,
4519,lisdexamfetamine,phentermine,lisdexamfetamine,False,False,
4520,adipex,phentermine,phentermine,True,True,
4521,plegine,phentermine,False,False,True,
4522,preludin,phentermine,phenmetrazine,False,False,
4523,ionamin,phentermine,False,False,True,
4524,zantryl,phentermine,False,False,True,
4525,sanorex,phentermine,False,False,False,
4526,fastin,phentermine,phentermine,True,False,
4527,phentamine,phentermine,pheniramine,False,True,
4528,phentramine,phentermine,False,False,True,
4529,phentremine,phentermine,False,False,True,
4530,phentrene,phentermine,False,False,True,
4531,phentertine,phentermine,False,False,True,
4532,phenylpropanolamine,phentermine,phenylpropanolamine,False,False,
4533,adipex,phentermine,phentermine,True,True,
4534,phentamine,phentermine,pheniramine,False,True,
4535,obestin,phentermine,False,False,False,
4536,pro-fast,phentermine,False,False,False,
4537,anorex,phentermine,diethylpropion,False,False,
4538,teramine,phentermine,False,False,False,
4539,bantron,phentermine,False,False,False,
4540,fentermine,phentermine,False,False,True,
4541,suprenza,phentermine,False,False,True,
4542,oby-cap,phentermine,False,False,False,
4543,anorectic,phentermine,False,False,False,
4544,phentride,phentermine,False,False,True,
4545,pro-fast,phentermine,False,False,False,
4546,redux,phentermine,dexfenfluramine,False,False,
4547,fastin,phentermine,phentermine,True,False,
4548,adipex,phentermine,phentermine,True,True,
4549,pro-fast,phentermine,False,False,False,
4550,lonamin,phentermine,False,False,True,
4551,phentrol,phentermine,False,False,False,
4552,anorex,phentermine,diethylpropion,False,False,
4553,superslim,phentermine,False,False,False,
4554,reduce,phentermine,False,False,False,
4555,dietrine,phentermine,False,False,False,
4556,xenical,phentermine,orlistat,False,False,
4557,caiaphen,phentermine,False,False,False,
4558,fenproporex,phentermine,False,False,False,
4559,mazindol,phentermine,mazindol,False,False,
4560,meridia,phentermine,sibutramine,False,False,
4561,didrex,phentermine,benzphetamine,False,True,
4562,phendimetrazine,phentermine,phendimetrazine,False,True,
4563,sibutramine,phentermine,sibutramine,False,True,
4564,orlistat,phentermine,orlistat,False,True,
4565,adipex,phentermine,phentermine,True,True,
4566,anorectic,phentermine,False,False,False,
4567,anorexigenic,phentermine,False,False,False,
4568,appetite_suppressant,phentermine,False,False,True, pill
4569,phetermine_hydrochloride,phentermine,False,True,True,
4570,fastin,phentermine,phentermine,True,False,
4571,lopinavir,phentermine,lopinavir,False,False,
4572,ritonavir,phentermine,ritonavir,False,False,
4573,saquinavir,phentermine,saquinavir,False,False,
4574,fenteramine,phentermine,False,False,True,
4575,diethylpropion,phentermine,diethylpropion,False,False,
4576,bupropion,phentermine,bupropion,False,False,
4577,sibutramine,phentermine,sibutramine,False,True,
4578,lomaira,phentermine,False,False,True,
4579,qsymia,phentermine,phentermine,True,True,
4580,ionamin,phentermine,False,False,True,
4581,vyvanse,phentermine,lisdexamfetamine,False,False,
4582,contrave,phentermine,naltrexone,False,False,
4583,belviq,phentermine,lorcaserin,False,False,
4584,saxenda,phentermine,liraglutide,False,False,
4585,fenfluramine,phentermine,fenfluramine,False,True,
4586,dexfenfluramine,phentermine,dexfenfluramine,False,True,
4587,lorcaserin,phentermine,lorcaserin,False,False,
4588,naltrexone-bupropion,phentermine,False,False,False,
4589,topiramate-phentermine,phentermine,False,False,True,
4590,metadrine,phentermine,False,False,False,
4591,adipex,phentermine,phentermine,True,True,
4592,fastin,phentermine,phentermine,True,False,
4593,ionamin,phentermine,False,False,True,
4594,phentride,phentermine,False,False,True,
4595,pro-fast,phentermine,False,False,False,
4596,redux,phentermine,dexfenfluramine,False,False,
4597,adipex,phentermine,phentermine,True,True,
4598,lomaira,phentermine,False,False,True,
4599,qsymia,phentermine,phentermine,True,True,
4600,saxenda,phentermine,liraglutide,False,False,
4601,belviq,phentermine,lorcaserin,False,False,
4602,contrave,phentermine,naltrexone,False,False,
4603,orlistat,phentermine,orlistat,False,True,
4604,pheteramines,phentermine,False,False,False,
4605,adipex-p,phentermine,False,False,True,
4606,ionamin,phentermine,False,False,True,
4607,fastin,phentermine,phentermine,True,False,
4608,obestin-30,phentermine,False,False,False,
4609,anorex,phentermine,diethylpropion,False,False,
4610,lonamin,phentermine,False,False,True,
4611,redux,phentermine,dexfenfluramine,False,False,
4612,phentamine,phentermine,pheniramine,False,True,
4613,phentremine,phentermine,False,False,True,
4614,fenbutrazate,phentermine,False,False,False,
4615,dexfenfluramine,phentermine,dexfenfluramine,False,True,
4616,fenfluramine,phentermine,fenfluramine,False,True,
4617,fenproporex,phentermine,False,False,False,
4618,benzphetamine,phentermine,benzphetamine,False,False,
4619,sibutramine,phentermine,sibutramine,False,True,
4620,diethylpropion,phentermine,diethylpropion,False,False,
4621,phenylpropanolamine,phentermine,phenylpropanolamine,False,False,
4622,ephedrine,phentermine,ephedrine,False,False,
4623,pseudoephedrine,phentermine,pseudoephedrine,False,False,
4624,yohimbine,phentermine,yohimbine,False,False,
4625,phenethylamines,phentermine,phenethylamine,False,False,
4626,amphetamines,phentermine,dextroamphetamine,False,False,
4627,anorectic,phentermine,False,False,False,
4628,anorexigenic,phentermine,False,False,False,
4629,adipex,phentermine,phentermine,True,True,
4630,suprenza,phentermine,False,False,True,
4631,lomaira,phentermine,False,False,True,
4632,qsymia,phentermine,phentermine,True,True,
4633,adipex-p,phentermine,False,False,True,
4634,lomaira,phentermine,False,False,True,
4635,suprenza,phentermine,False,False,True,
4636,ionamin,phentermine,False,False,True,
4637,pro-fast,phentermine,False,False,False,
4638,accutane,phentermine,isotretinoin,False,False,
4639,adipex-p,phentermine,False,False,True,
4640,suprenza,phentermine,False,False,True,
4641,obestin-30,phentermine,False,False,False,
4642,pro-fast,phentermine,False,False,False,
4643,anorex-sr,phentermine,False,False,False,
4644,toradex,phentermine,False,False,False,
4645,lomaira,phentermine,False,False,True,
4646,phentamine,phentermine,pheniramine,False,True,
4647,phenteremine,phentermine,False,False,True,
4648,phentramine,phentermine,False,False,True,
4649,phenylpropanolamine,phentermine,phenylpropanolamine,False,False,
4650,phentermine_hydrochloride,phentermine,False,True,True,
4651,anorectics,phentermine,False,False,False,
4652,lorcaserin,phentermine,lorcaserin,False,False,
4653,bupropion/naltrexone,phentermine,False,False,False,
4654,diethylpropion,phentermine,diethylpropion,False,False,
4655,phendimetrazine,phentermine,phendimetrazine,False,True,
4656,phen_fen,phentermine,False,False,True,
4657,appetite_suppressant,phentermine,False,False,True, pill
4658,fastin,phentermine,phentermine,True,False,
4659,phentamax,phentermine,False,False,False,
4660,adipex,phentermine,phentermine,True,True,
4661,fastin,phentermine,phentermine,True,False,
4662,lomaira,phentermine,False,False,True,
4663,ionamin,phentermine,False,False,True,
4664,tenuate,phentermine,diethylpropion,False,False,
4665,bontril,phentermine,phendimetrazine,False,True,
4666,plegine,phentermine,False,False,True,
4667,anorectant_no.10,phentermine,False,False,True,
4668,fastin,phentermine,phentermine,True,False,
4669,ionamin,phentermine,False,False,True,
4670,lomaira,phentermine,False,False,True,
4671,adipex-p,phentermine,False,False,True,
4672,pro-fast_hs,phentermine,False,False,True,
4673,suprenza,phentermine,False,False,True,
4674,pheteramine,phentermine,False,False,True,
4675,fenfluramine,phentermine,fenfluramine,False,True,
4676,dexfenfluramine,phentermine,dexfenfluramine,False,True,
4677,fluoxetine,phentermine,fluoxetine,False,False,
4678,sertraline,phentermine,sertraline,False,False,
4679,fluvoxamine,phentermine,fluvoxamine,False,False,
4680,paroxetine,phentermine,paroxetine,False,False,
4681,lopressor,phentermine,metoprolol,False,False,
4682,tenuate,phentermine,diethylpropion,False,False,
4683,zantrex,phentermine,False,False,False,
4684,euphoria,phentermine,False,False,False,
4685,adderall,phentermine,amphetamine,False,False,
4686,ritalin,phentermine,methylphenidate,False,False,
4687,vyvanse,phentermine,lisdexamfetamine,False,False,
4688,astin,phentermine,False,False,False,
4689,anorectant_no.10,phentermine,False,False,True,
4690,phentercot,phentermine,False,False,True,
4691,phentride,phentermine,False,False,True,
4692,teramine,phentermine,False,False,False,
4693,ionamin,phentermine,False,False,True,
4694,ertuglandin,phentermine,False,False,False,
4695,fulminant,phentermine,False,False,False,
4696,reductil,phentermine,sibutramine,False,False,
4697,fastin,phentermine,phentermine,True,False,
4698,adipex-p,phentermine,False,False,True,
4699,suprenza,phentermine,False,False,True,
4700,probucol,phentermine,False,False,False,
4701,teramine,phentermine,False,False,False,
4702,yellow_jackets,phentermine,False,False,False,
4703,adipex-p,phentermine,False,False,True,
4704,lomaira,phentermine,False,False,True,
4705,yourtapian,phentermine,False,False,False,
4706,pro-fast,phentermine,False,False,False,
4707,fastin,phentermine,phentermine,True,False,
4708,adipex,phentermine,phentermine,True,True,
4709,anorex,phentermine,diethylpropion,False,False,
4710,bantron,phentermine,False,False,False,
4711,derograse,phentermine,False,False,False,
4712,obestin,phentermine,False,False,False,
4713,pro-fast,phentermine,False,False,False,
4714,referees,phentermine,False,False,False,
4715,adipex-p,phentermine,False,False,True,
4716,lomaira,phentermine,False,False,True,
4717,suprenza,phentermine,False,False,True,
4718,pro-fast,phentermine,False,False,False,
4719,fastin,phentermine,phentermine,True,False,
4720,ionamin,phentermine,False,False,True,
4721,zantryl,phentermine,False,False,True,
4722,appestat,phentermine,False,False,False,
4723,anorectic,phentermine,False,False,False,
4724,anorexigenic,phentermine,False,False,False,
4725,lorcaserin,phentermine,lorcaserin,False,False,
4726,phendimetrazine,phentermine,phendimetrazine,False,True,
4727,qsymia,phentermine,phentermine,True,True,
4728,belviq,phentermine,lorcaserin,False,False,
4729,contrave,phentermine,naltrexone,False,False,
4730,saxenda,phentermine,liraglutide,False,False,
4731,suprax,phentermine,cefixime,False,False,
4732,anorectic,phentermine,False,False,False,
4733,supprefast,phentermine,False,False,False,
4734,obestin-30,phentermine,False,False,False,
4735,anorectic,phentermine,False,False,False,
4736,anorexigenic,phentermine,False,False,False,
4737,appetite_suppressant,phentermine,False,False,True, pill
4738,central_nervous_system_stimulant,phentermine,False,False,False,
4739,adipex,phentermine,phentermine,True,True,
4740,lopressor,phentermine,metoprolol,False,False,
4741,prozac,phentermine,fluoxetine,False,False,
4742,zoloft,phentermine,sertraline,False,False,
4743,paxil,phentermine,paroxetine,False,False,
4744,lexapro,phentermine,escitalopram,False,False,
4745,effexor,phentermine,venlafaxine,False,False,
4746,lomaira,phentermine,False,False,True,
4747,qsymia,phentermine,phentermine,True,True,
4748,suprenza,phentermine,False,False,True,
4749,ionamin,phentermine,False,False,True,
4750,phentrate,phentermine,False,False,False,
4751,pro-fast,phentermine,False,False,False,
4752,lipofen,phentermine,False,False,False,
4753,obestin,phentermine,False,False,False,
4754,phentamine,phentermine,pheniramine,False,True,
4755,pro-fast,phentermine,False,False,False,
4756,supremin,phentermine,False,False,False,
4757,obestin,phentermine,False,False,False,
4758,anorectant_no._10,phentermine,False,False,True,
4759,fastin,phentermine,phentermine,True,False,
4760,lonamin,phentermine,False,False,True,
4761,plegine,phentermine,False,False,True,
4762,teramine,phentermine,False,False,False,
4763,zantryl,phentermine,False,False,True,
4764,lorcaserin,phentermine,lorcaserin,False,False,
4765,bupropion/naltrexone,phentermine,False,False,False,
4766,lomaira,phentermine,False,False,True,
4767,obenix,phentermine,False,False,True,
4768,oby-trim,phentermine,False,False,True,
4769,padorex,phentermine,False,False,False,
4770,panbesy,phentermine,False,False,True,
4771,phentride,phentermine,False,False,True,
4772,pro-fast,phentermine,False,False,False,
4773,phentremine,phentermine,False,False,True,
4774,phentamine,phentermine,pheniramine,False,True,
4775,redux,phentermine,dexfenfluramine,False,False,
4776,fastin,phentermine,phentermine,True,False,
4777,lonamin,phentermine,False,False,True,
4778,obestin-30,phentermine,False,False,False,
4779,phentrol,phentermine,False,False,False,
4780,pro-fast,phentermine,False,False,False,
4781,anorex,phentermine,diethylpropion,False,False,
4782,lomaira,phentermine,False,False,True,
4783,phendimetrazine,phentermine,phendimetrazine,False,True,
4784,phentercot,phentermine,False,False,True,
4785,phentermine_hydrochloride,phentermine,False,True,True,
4786,pro-fast,phentermine,False,False,False,
4787,spitomin,phentermine,False,False,False,
4788,teramine,phentermine,False,False,False,
4789,zantryl,phentermine,False,False,True,
4790,adipex,phentermine,phentermine,True,True,
4791,fastin,phentermine,phentermine,True,False,
4792,phentarmine,phentermine,phentermine,True,True,
4793,phent_picked,phentermine,False,False,True,
4794,anorectic,phentermine,False,False,False,
4795,anorexigenic,phentermine,False,False,False,
4796,suprenza,phentermine,False,False,True,
4797,lomaira,phentermine,False,False,True,
4798,adipex,phentermine,phentermine,True,True,
4799,anorectant_no.10,phentermine,False,False,True,
4800,adipex,phentermine,phentermine,True,True,
4801,lomaira,phentermine,False,False,True,
4802,qsymia,phentermine,phentermine,True,True,
4803,suprenza,phentermine,False,False,True,
4804,ionamin,phentermine,False,False,True,
4805,pro-fast_sx,phentermine,False,False,False,
4806,phentrol,phentermine,False,False,False,
4807,adipex,phentermine,phentermine,True,True,
4808,phentrol,phentermine,False,False,False,
4809,pro-fast,phentermine,False,False,False,
4810,supenza,phentermine,False,False,True,
4811,fentermine,phentermine,False,False,True,
4812,diethylpropion,phentermine,diethylpropion,False,False,
4813,benzphetamine,phentermine,benzphetamine,False,False,
4814,lorcaserin,phentermine,lorcaserin,False,False,
4815,bupropion,phentermine,bupropion,False,False,
4816,sibutramine,phentermine,sibutramine,False,True,
4817,topiramate,phentermine,topiramate,False,False,
4818,lorcaserin,phentermine,lorcaserin,False,False,
4819,phendimetrazine,phentermine,phendimetrazine,False,True,
4820,phenterpro,phentermine,False,False,False,
4821,pro-fast,phentermine,False,False,False,
4822,regenon,phentermine,False,False,False,
4823,rimonabant,phentermine,rimonabant,False,False,
4824,sibutramine,phentermine,sibutramine,False,True,
4825,meridia,phentermine,sibutramine,False,False,
4826,xenical,phentermine,orlistat,False,False,
4827,phentramine,phentermine,False,False,True,
4828,gepefrine,phentermine,False,False,False,
4829,amphetaminil,phentermine,False,False,False,
4830,fenethylline,phentermine,fenethylline,False,False,
4831,lentramine,phentermine,False,False,False,
4832,neomethamphetamine,phentermine,False,False,False,
