index term	DrugBank ID	widely discussed	GPT-3 synonyms
cathine	DB01486	False	'cathinol','(+/-)-norpseudoephedrine','cathineform','cathinine','cathinon','cathine_hydrochloride','norpseudoephedrine','also_known_as_norpseudoephedrine','cathione','cathinum','cathidine','cathine_chloride','cationic_cathine','(-)-norpseudoephedrine','cathinene','cathine_derivatives','l-cathine','l-(-)-cathine','cathine_phosphate','d-norpseudoephedrine','d,l-norpseudoephedrine','(−)-norpseudoephedrine','(-)-cathine','norephedrine','cathine','cathine_dihydrochloride','catine','catha','cathidines','catines','pico-cathine','cathonin','cathine_salt','2-amino-1-phenyl-1-propanol','norcathine','dicathine','pseudocathine','cathan','l-norpseudoephedrine_hydrochloride','l-norpseudoephedrine_sulfate','nor_ephedrine','cathine_derivative','(+)-cathine','cathines','cathamine','catha_edulis','l-nor-ephedrine','cathinin','kathinone','cathenone','(+)-norpseudoephedrine','cath_ine','cathine_sulfate','cathine_oxide','nor-cathine','para-aminopropiophenone','cathinee','cathinnes','kat','aminopropiophenone','norpseudoephrine','cathine_ester','norpseudoephedrine_hydrochloride','cathine_alkaloid','phenyltropane','cathonine','d-norpseudoephedrine_hydrochloride','threo-2-methylamino-1-phenylpropane','ethcathinone','d-cathine','cathan-6-one','trans-norpseudoephedrine','cathine_carbonate','(-)-(s)-norpseudoephedrine','cathine_drug','(s)-(+)-norpseudoephedrine','cathine_derivate','r-norpseudoephedrine','cathine_drugs','cathidone','cathinum_chloride','cathine_monohydrate'
lacosamide	DB06218	False	'lcosamide','l-acosamide','la-cosamide','vimpat','vimpay','cosamide','lacoamide','my_cosamide','lakosamid','lakozamid','l-a-k-o-s-a-m-i-d-e','vampat','lacosamide_hydrochloride','lacosamide','lacosomide','lakosamide','cimpat','laosamide','lacosal','lacosate','lacost','lacosamid','eslicarbazepine','lacomide','lacomat','lozamide','lacoside','lacostar','lacosyn','locaside','im_lacoste','lac-o-sa','lacosomid','lacosimid','vimpant','lacosamide_sulfate','lacosamin','lactimide','lacsamid','la_cosamide','lacosamit','implantable_lacosamide','injectable_lacosamide','lacosans','lacosidic','lacosids','lacosine','lycosamide','lacovim','cosamid','lacosam','locosamide','samid','docosamide','l-vimpat','epilac','lacosat','lacos_a','lacosas','lacosum','lacotab','lacosaminde','lakamide','lasamide','laxamide','vipat','laconate','wimpat','lacosimide','vimpat_lacosamide','vimpat_impant','lacosamide_cosamide','lacamic','lacosetm','levetiracetam-cosamide','tiracetam-lacosamide','osamide','lacasa','lacosamide_implant','lacosamide-coated_electrode','lacosamide-eluting_stent','vimpac','lacosamides','vimpad','lacsam','lacosian','liva-lac','lacosamide-coated','microcystalline_lacosamide','pharmaceutical-grade_lacosamide','samide','s-losamide','lacap','lacaps','lacosor','lacozamida','vimpai','lacosen','lacomp','lacosamide_tartrate','sacosamide','lacsamide','cosa','vipam','vimpax','placosamide','locas','lucosamide','lamac','i_cosamide','lacos_d','there_are_many_other_ways_to_say_lacosamide,_including_its_generic_and_chemical_names.','lacostab','lacol','lacosamide_succinate','loxamide','vimplat','s-(+)-lacosamide','vimpat_oral_solution','laco-','lacotabs','l-seizure','lacosamide_derivative','lacosamine','potiga','vimpak'
nordazepam	DB14028	False	'nordaz','nordazepamum','15-nor-diazepam','nor-diazepam','desmethyldiazepam','nordazepam','nor_diazepam','nordazep','nordiazepoxide','nordiazepam','pinazepam','novazepam','nordazepan','alazepam','gidazepam','madazepam','nordazepama','nor_dazepam','nor-dazepam','also_known_as_nordiazepam','a_trade_name_for_nordiazepam','nordazepam_hydrochloride','nordaz-p','nordazepam_is_in_a_class_of_drugs_called_benzodiazepines.','diazepam_nordaz','teva-nordazepam','diazepam_nordiazepam'
clorazepate	DB00628	False	'tranxene-sd','clonopin','tranxene','paxipam','apo-clorazepate','tranxene_t-tab','centrax','cloraze_','apo-tranxene','pms-tranxene','nu-tranxene','clorazepate','mylan-chlorazepate','novo-chlorazepate','pms-chlorazepate','sandoz_chlorazepate','tranxene-t','tranxene_capsules','tranxene-5','tranxene-10','tranxene-15','clonazepate','apo-chlorazepate','clozepate','chlorazepate_dipotassium','tranxene_t','tranxene_tc','tranxilium','transxene','tranxene_sd','tranxene_cassules','tranxene_sdz','clorzepate','gen-xene','libritabs','clorazate','tranzene','tranxen','apo-tranzene','chlorazepate','clorazepate_dipotassium','clozapate','dipotassium_chloride','tranzine','clorazapate','dom-chlorazepate','pms-clorazepate','clorazeate','cloraz','cloraze','parazepam','clonop','libritab','azep','clorazin','dipotassium_chlorazepate','chlorazepate_sodium','chlorazepate_potassium','novo-clopate','ansiopax','clorazolam','nu-cloraze','tranzen','chlor_azepate','zepate','zepate-d','zepate-m','zepate-men','tranxel','apo-cloraz'
cloxazolam	DB01553	False	'oxazolam','camazepam','cloxazolam','cloxam','tranxene','diclazepam','one_of_the_many_brand_names_for_the_drug_cloxazolam','what_is_cloxazolam?','how_do_you_say_cloxazolam?','cloxazolam_pronunciation'
amobarbital	DB01351	False	'luminal','nembutal','amobar','amobarbital_sodium','apo-amobarbital','sodium_amobarbital','amobarb','amobarbital','amobarbitone','amobarbitol','amobarbitone_sodium','amobarbiturate','amytal','amobarbitalum','seconal','amobarital','beta-barbitol','phenobarbital_sodium','secobarbital_sodium','thiopental_sodium_(usp)','tuinal','amobarb-','amobarbit','aprobarbital','desbutal','dextro-amobarbital','d-amobarbital','alphaprodine','purple_heart','amylobarbitone','beta-amobarbital','9-amino-5-ethyl-5-barbituric_acid','sodium_amytal','pentobarbitone','secbutobarbital','tetrabarbital','fioricet','amobarbita','amobarbitaline','pentobarbit','usp_nembutal','an_amobarbital','sodium_barbiturate','enantiopure','amobarb_sodium','amital','beta-amylobarbitone','betametho_barbital','eunoctal','pheyl-5-methyl-beta-ethyl-5-methyl-5-ethylbarbituric_acid','barbiturate_sodium','secobarbitone','amyta','barbitalum','secobarbitol','mytal_pentobarbital','barbamyl','amytyl','dioxaphetyl_butyrate,_sodium_salt','o-amylobarbitol','amytal_sodium','sodium_barb','aminobarbital','solfoton','blue_heaven','tryptizol','phentobarb','barbiturate_poisoning','trans-amobarbital','barbtal','barbitul','hexobarbital_sodium','hexobarbital_ester','hexobarbitals','nembuta','secobarbit','purple_hearts','amobarbital-sodium','brand_name:_luminal','trade_name:_amytal','amobarbital_acid','amobarbital_salt','barbitale','phenobarb_sodium','phenyltoloxamine_tartrate','pentobarbiturate','trigonal','amobarbitones','methobarbital','amobarbitura','sodium_barbitate','amytalia','amytals','nembutol','amobar-','am-obarb','amobarbit_urinary','di_amobarbital','amitol','amobarbital_sodium_salt','barbiturize','butobarbital_sodium','beta-_amylobarbitone','isopentobarbital','amobarb_onstage','amobarbitalone','butanyl_barbiturate','amylobarbital','amylobarbitol','amobarbiton','carb-amobarbital','stimu-barb','amobarbital_acetate','hexobarbitol','elixir_of_amobarbital','aobarbitol','disodium_barbital','apo-amobarb','cyanobarbital','butal_mate','somnifaine','sodium_phenobarbital','tuinals'
rolicyclidine	DB01549	False	'rolicyclidine','olicyclidine','roli','4-pcpy','pyrrolidinocyclohexanecarbonitrile','1-(1-phenylcyclohexyl)propyl_ketone','rolicyclidine_hydrochloride','3-meo-2-oxo-rolicyclidine','3-meo-pcpy','3-meo-rolicyclidine','pcpy','pcp-y','rolicyclidine_oxide','trans-rolicyclidine','rolicyclidinum','1-(1-phenylcyclohexyl)-pyrrolidine','tpcp_rolicyclidine','rolycyclidine','rolicyclidin','1-pyrrolidinocyclohexanecarbonitrile','rolic','rolodine','4-ho-pcpy','rolicyclidinone','rol-i-cy-cli-dine'
clobazam	DB00349	False	'sabrill','clobasan','clobazol','clobazamum','klobazam','camazepam','clobazan','frisium','fenclobazam','seizure_medication','clobazone','convulsants','bazam','noctec','apo-clobazam','novo-clobazam','pms-clobazam','urbanyl','clozabam','lobazam','novaclobazam','zam_coming','clob','solu-clobazam','tranqipam','stiripentol','diacomit','tab_clobazam','limbitrol','clovazam','clbzam','urbanol','clobamate','epilepsia','robazam','labazam','iclobazam','clobazal','clonazam','urbanil','clobaz_beds','onfi','clobazam','clobazole','clobam','zamclo','clozam','clobazid','clobaz','libritabs','clobazam-neuraxpharm','cabazam','anticonvulsant_medication','lennox-gastaut_syndrome','clobazamet','obazam','clobasa','crobazam','clobom','clobanam','d-clobazam','cibazam','diclobazam','cloba','clobazam_hydrochloride','clobazam-oral','desmethyclobazam','bromazep','clobaxam','hexal_clobazam'
hydrocodone	DB00956	True	'lorcet','norco','tussionex','hydrocodone/acetaminophen','hyrdocone','codone','hycodan','hycomine','hydrogesic','hydrocet','hydrocodon','vicodin','endocodone','hydrokon','hydromet','hydrocol','zamicet','maxidone','lortab','zohydro','hysingla','hydrocone','hyrocodon','hyrocodones','hydrocones','lorcets','zydone','hyrdocodon','hydrcodan','hydrocontin','hydr_when_referring_to_the_medication,_it_is_best_to_use_its_generic_name,_hydrocodone.','hycodone','hycotab','hycets','vicodone','hydracodone','xodol','stagesic','hydrocodone_bitartrate','hydrocodone_chloride','vantrela','hydrogesic_plus','vic_10','lortabs','dicodid','hydrocon','hydroco','vicodin_es','hydropane','hydrocod','hydrodose','hydrogesics','novahistex','hydroxycodone','hydrococo','acetaminophen/hydrocodone','phydrocodone','vike','norcos','dolacet','vikes','hycodans','hydracodon','zohydro_er','hhydrocodon','hyrocodone','kadian','hydracet','hydros','hydrocodlne','roxiprin','anexsia','co-gesic','hycet','margesic_h','zydone_4','vicoprofen','w_codone','hydrrocodone','hyrocodonr','hydrocodons','hydrocodone's','pain_pill','hyrocodin','hydrocondon','hydro','vicodine','watsons_387','endodan','hydrocodone','vycoden','hycodin','tylenol_3','tussigon','thecodone','hydrocoone','hydrocode','hydrocortone','hydrocrodone','hydrocotone','hycodane','pain_meds','painkillers','opioids','hydroc','hycod','codones','vicodins','hydracodeine','hydrocodine','big_h','hydracodones','ihydro','hyrocone','hyrodone','hidrocodone','hydrocodone_pills','hydrocodeine','hyrdocodone','hydrocod-es','hydrocod-ar','ibuprofen/hydrocodone','panacet','novahistine','dihydrocodeinone','hydrogesic_ii','hydrogesic_iii','hydrogesic_iv','hydracodons','vicodne','hydrocodin','hydrocodan','hydracodein','hydrocodion','hydroc_oral','hycode','acetaminophen-hydrocodone','hyrocodine','hydrocodyne','hydrocodone/ibuprofen','oxycodone/hydrocodone','co-hydrocodone','hudrocone','vikodin','hydracodin','hydro's','pain_pills','hydrokodon','hydrocane','hysingla_er','hydrocden','vicoden','hydrocodein','atuss','margesic','hyrdrocodone','idrocodone','hydrocoton','vikaden','hydrocin','lotab','hydrogesic_8','hydroxone','opioid','hyrdocodones','hydrocodone_bitarate','vikadens','hydro-co-codone','hyrocodons','hdrocodone','hycotuss','5/325s','10/325s','15/325s','30/325s','pain_killers','hyydrocodone','hydrocoodone','hydrocoddone','contin','kodone','j-protein_polistirex','tussinex','hydochodone','hydrocoon','codiclear','hydrocodont','hydrocodol','hycodine','zohydo','hydrodon','hydroxocodone','hysinglas','hycot','actifed_expectorant','hydrocotton','hyrdocode','hyrdocoden','liquid_codeine','hydracodine','hydromorph_cont','hydrocine','hydroycodone','loritab','vicodin_hp','hydrocodome','watson_853','dyhydrocodone','aceta','hydro_10/325','vivodin','watsons_3585','watsons','vikeden','ibudone','hydrocodone_bitartrate_and_acetaminophen','watson','hydro_/_codones','hydrocodon-acetaminophen','hycodens','hydromeds','kodon','hidrocodon','maximum_strength_hydrocodone','hyrdocodone_bitartrate','dhydrocodine','chydrocodone','shydrocodone','hydro-codone','oxy_codone','bitartrate','hysrocodon','opiates','hyrdocodine','vico-din','hydrone','in_severe_pain','hycofenix','hydrocodn','hydracone','vicodens','cyclopropylmethylene_hydrocodone','methylhydrocodone','k-hydrocodone','l-hydrocodone','m-hydrocodone','pain_relief','hyrdocodon_hydrochloride','hyrdrocodon','hydracode','hydrocet_mb','hydrogesic_mb'
alfentanil	DB00802	False	'alfentanyl','alfenta','laevo-alfentanil','(+)-alfentanil','(-)-alfentanil','fentanyl,_alfentanil','alphaprodine','other_ways_to_say_alfentanil:_alfentanyl,_fentanest,_fentanyl','rapifen','fentanyl-alfentanil','fentanyl,_lofentanil,_sufentanil','other_synonyms_include:_carfentanil,_remifentanil','lofentanyl','acetyl-alfentanyl','anileridine','bezitramide','despropionyl_fentanyl','alfentanyl_citrate','alfentyl','substitutes:_fentanyl,_sufentanil','alfentanil_hydrochloride','tho-alfentanyl','benzyl-alfentanyl','innovar-alfentanil','fentanyl_alfentanil','trade_name_for_alfentanil','recombinant_alfentanil','levo-alfentanil','despropionyl-fentanyl','noralfentanil','alfentanyl_hydrochloride','acetyl-alfentanil','short-acting_fentanyl','alfent','(s)-(-)-alfentanil','r-alfentanil','trans-alfentanil','despropionyl-alfentanil','these_are_just_a_few_of_the_brand_names_for_alfentanil','(r)-(+)-alfentanil','s-alfentanil','n-propyl-noralfentanil'
dimethyltryptamine	DB01488	False	'dimethyltryptophan','dmt','n,n-dimethyltryptamine','dimethyl-tryptamine','dimethyltryptamine','tryptamines','dimethyl_tryptamine','dimethyltryptamine_hydrochloride','dimethyltryptamine_sulfate','dmts','dimitri','dimethyltryptamines','dimethyl_tryptamines','n,n-dimethyl_tryptamine','dimethyltripamine','tryptamine_methylated','n,n-dimethyl-tryptamine','dmth','dimethyltryptam','dimethytryptamin','dimethyltryp','dimethyltrptamine','dimethyltryptophane','n,_n-dimethyltryptamine','n,_n-dimethyl-tryptamine','dimethyltryptomine','dimethyltyptamine','dimethyltryptan','dimetiltryptamine','dimethyltryptamides','monomethyl_tryptamine','dimethyl-d-tryptamine','dimethyl-tryptamine_','dimethyltriptamine','dimethyltrytamine','tryptamine_diethylamide','dimethyltryptamin','dimethyl-trytamine','dimethyltryptamine_sulphate','dimethyltryptamine_acetate','dimethyltryptamine_tartrate','dimethyltryptamine_hydrobromide','dimethyltryptamine_naphthylacetate','dimethyl_psychedelics','n,n-dimethyltryptamines','dimethyltransferase','imethyltryptamine','i-dmt','dimethyl_trypt','dimeth_tryptamine','5-alkyltryptamines','dimethytryptamines','dimethylated_tryptamine','α,n-dimethyl_tryptamine','dimethyl-tryptamines','5-methoxy-n,n-dimethyl-tryptamine','dimethyltriptamines','dimethyl-t','dimethyltrypt_come','dmtr','dimethyltrypton','tryptamine_dimethylation','3-(2-dimethylaminoethyl)-indole','dimetyltryptamine','n,n-dmt','dimethyltryptamine_acid','dimethyltryptamine_base','tryptamine_psychedelics','dimethyltryptamine_oxide','dimethyltrpytamine','dimethyl_terephthalate','dimethyltryptomines','d-methyltryptamine','dimethyl_trip','dimethyltrypt_amine','dimetiltriptamine','serotonin-n-dimethyltrptamine','dmt_(dimethyltryptamine)','dmts_(dimethyltryptamines)','endogenously_produced_psychedelic_tryptamine','tryptamine_derivative','dimethyltryptophans','dimethyl-l-tryptamine','3-(2-dimethylaminoethyl)_indole','dimethytryptamine','diethyltryptamines'
desomorphine	DB01531	False	'desomorphine_hydrochloride','desoxymorphone','deoxymorphone','desomorphan','desomorphin','dihydrodesoxymorphine','epimer_of_desomorphine','desomorfine','desomorphium','dezomorphine','desomorphine','desomorphinum','desomorphon','desomorphone','desomorphate','permonid','methyldesorphine','desoxymorphin','desomorphyn','d_morphine','desomorfin','7,8-dihydro-6-desoxymorphine','3-methyl_carbonyl-7,8-dihydro-6-desoxymorphine','desoxymorphine','dexomorphine','desomorhine','desoxymorphinan','desomorfina','desomorph_insert_phonetic_spelling','d-desoxymorphine','d,l-desomorphine','methyldesomorphine','orphine_desoxy','d-desoxymorphone','desomorph_ine','deomorphine','desomorfon','desomophine','desomorph)+6','dihydrodesoxymorphina','desoxymorphine_hydrochloride','desoxymorfin','4,5-epoxy-17-methylmorphinan','desomorphiene','dezomorphin','desomorphinn','metopon','desmorphin','desomorphine_sulfate','desomorphine_tartrate','desomorphine_phosphate','desomorphine_oxalate','desomorphine_chloride','pharmaceutically_correct_terms_for_desomorphine_are_analgesic,_narcotic,_and_opioid','morphine-desoxy','desomorph_one','desomorphyne','2-methyl-6-desoxymorphine','6-desoxymorphine','desomorph_id','des-o-desomorphine','desomorph','desomoprhine','desoxymorphan','3-desoxymorphine','6-keto-desoxymorphine','6-keto-d_7-desoxymorphine','levo-desomorphine','desmorphan','desomorphin_(or_a_desomorphin_analog)','(-)-8-d-desoxymorphine','desomorphins','desoxymorphins','d-desomorphine','3,6-dihydrodesoxymorphine','d4-desoxymorphine','desomorphined','n-ethyl-nor-desomorphine','desomorphina','l-desomorphine','l-desoxymorphine','para-desoxymorphine','desomorphines','cis-desomorphine','trans-desomorphine','morphine_demethylated','desomorph_num','acetyl-desoxymorphine','morphinan-7-ol','desomorph_un','desomorphian','desomorphion','desmophine','8-desoxy-7,8-dihydro-d-desomorphine','dihydrodesoxycodeine','desomorph_aine','(6-desoxy-morphine)','(17-desoxy-morphine)'
bufotenine	DB01445	False	'bufotalin','5-oh-dmt','bufotenine_hydrochloride','5-methoxy-n,n-dimethyl_tryptamine','3-(2-dimethylaminoethyl)indole','bufotoxins','bufotoxic','5-ho-dmt','5-hydroxy-dmt','n,n-dimethyl-5-methoxy_tryptamine','n,n-dimethyl-5-hydroxytryptamine','bufo_field_secretion','bufotoxin','bufotaline','bufotenin','5-hydroxy-n,n-dimethyltryptamine','bufo','bufotenidine','bufotenines','bufonidae','bufonin','bufotalins','n,n-dimethyl-5-methoxytrytamine','psychedelic_toad_secretion','hydroxy_bufotenine','bufoten','bufo-tenin','bufotoxinin','its_scientific_name_is_bufotenin','5-hydroxy-n,n-dimethyl-tryptamine','bufotoxin-n-oxide','n,n-dimethyl-5-methoxy-tryptamine','beta-_bufotenin','hallucinogenic_toad','bufotin','bufoin','bufotalinone','bufoviridine','bufocin','bufotenoxide','anhydro_bufotenine','bufo-toxin','bufo-tenine','nor_bufotenine','nor_bufotenin','n,n-dimethylserotonin','5-methoxy-n,n-dimethylserotonin','3-(2-methoxyethyl)-5-methoxydimethyltryptamine','3-f-bufotenin','3-oh-bufotenin','3-meo-bufotenin','bufotoxin,_bufotenine,_bufotenin','dihydrobufotenin','bufotoxin-containing_compounds','chemicals_derived_from_bufotenine','derivatives_of_bufotenine','toxic_principle_of_bufo_venom','bufotalinin','psychoactive_toad_secretion','bufo_venenosus','bufotalone','6-methoxy-n,_n-dimethyltryptamine','bufothionine','6-hydroxy-n,n-dimethyl-tryptamine','3-(2-aminoethyl)-5-hydroxyindole','bufoteniner','[5h]bufotenine','[3h]bufotenine','[14c]bufotenine','hydroxybufotenine','dihydro_bufotenin','5-hydroxy_bufotenin','3-hydroxy_bufotenin','5-hydroxy-n,n-dimethyl-1h-indol-3-amine','bufotamine','bufo_alvarius_venom','bufotenine_sulfate','bufotenine_tartrate','bufotenine_phosphate','bufotenine_gluconate','bufotenine_lactate','bufotenine_hcl','3-(2-dimethylaminoethyl)-5-hydroxyindole','bufoten_worn','bufotenidin','bufoteninone','bufotoxin_a','bufo_alkaloid','5-hydroxy-dimethyltryptamine','bufotenin_sulfate','bufo_vulgaris','bufotalisn','bufo_bufo','bufotine','bufotenins','psychoactive_bufotenin','dihydrobufotenine','n,n-dimethyl_bufotenine','bufo_toxins','bufotenin_analogues','bufotenine_derivatives','7-hydroxy-dmt','dihydro_bufotenine','acetyl_bufotenin','acetyl_bufotenine','o-methyl_bufotenin','o-methyl_bufotenine','toad_skin_secretion','bufotalina','phantastic_natural_bufotoxin','super_natural_bufotoxin','3-hydroxyindole','bufotoxin_b','bufotenin_hydrate','3-hydroxy_bufotenine','5-hydroxy_bufotenine','10-hydroxy_bufotenine','3-hydroxy_o-methyl_bufotenine','5-hydroxy_o-methyl_bufotenine','10-hydroxy_o-methyl_bufotenine','phrynin','bufo-7','bufo-8','bufo-9','3-ho-dmt','n,n-dimethyl_serotonin','f_bufotenine','9h-bufotenin','dimethylbufotenine','bufo_toxin','bufonic_acid'
